Reference|Sample|Age|Age_sigma|Latitude|Longitude|Location|GeodynamicContext|SiO2|TiO2|Al2O3|Cr2O3|FeOT|MnO|MgO|CaO|Na2O|K2O|NiO|P2O5|Nb|Ta|Rb|Pressure|Fe2_FeT|SiO2_Primary|TiO2_Primary|Al2O3_Primary|Cr2O3_Primary|Fe2O3_Primary|FeO_Primary|MnO_Primary|MgO_Primary|CaO_Primary|Na2O_Primary|K2O_Primary|NiO_Primary|P2O5_Primary|T_OL|T_p|OL_Mg|F_AFM|Pi|Pf|Residual_Mineralogy
AMA SALAH et al.,1996|s.AS-11-93|2150||13.5|2||INTRAPLATE VOLCANICS|48.47|0.61|14.14||10.956|0.16|9.32|13.02|0.63|0.03||0.05|0.54|0.1|0.01|1|0.9|47.1657304555875|0.45746560691148|10.5332844651969|0|0.903151980256409|10.2936467305093|0.156123497467324|20.2207346906078|9.74310635277709|0.467403407087791|0.022257305099419|0|0.037095508499031|1427.20471188326|1568.96725079144|0.920347428276509|0.323899225679319|4.6|3|Harzburgite
AMA SALAH et al.,1996|s.AS-393|2150||13.5|2||INTRAPLATE VOLCANICS|50.29|0.31|16.25||7.79|0.16|7.97|12.84|1.4|0.01||0.04|2.4|0.52|0.05|1|0.9|50.2905948436826|0.278555038304234|14.5473412529507|0|0.774100869495222|7.69692119067042|0.167363260148362|13.4184352299801|11.5298954589387|1.252075860801|0.008943399005721|0|0.035773596022886|1299.78959067179|1393.64267763965|0.907348728497543|0.262327875427456|2.8|1.9|Harzburgite
Hirdes W. et al., 2007|1013-1|2150||6|-2.8||INTRAPLATE VOLCANICS|49.25|0.523|17.31||8.13|0.132|7.54|11.758|2.19|0.249||0.079|11|||1|0.9|49.0259163304146|0.454693153557012|14.9813130533088|0|0.780842145588001|8.06770756729436|0.138177791332953|14.160529512522|10.2142589818599|1.89303796919305|0.215235823894552|0|0.068287671034818|1327.63709989521|1413.14741398783|0.910150217864099|0.247180631587741|3|1.3|Harzburgite
Zonou S., 1987|BN314A|2150||13.636123|-0.806146||INTRAPLATE VOLCANICS|51.97|0.18|15.4||7.92|0.14|9.02|12.31|1.88|0.13||0||1||1|0.9|51.2725533973131|0.163922531636046|13.9849759833221|0|0.798540927860999|7.52669204331258|0.14271427035228|13.0823996108295|11.2042611615091|1.70597380043032|0.117966273434011|0|0|1299.64837293122|1384.78009778522|0.906932571424427|0.271842683087503|2.7|0.8|Harzburgite
Galipp K. et al., 2003|KG 18|2150||6.075426|-2.952276978||INTRAPLATE VOLCANICS|50.62|0.62|14.23||9.64|0.17|8.62|12.39|1.85|0.1||0.07|5|5||1|0.9|49.0246834181671|0.495197619634606|11.2992029678195|0|0.848452469936846|9.27406847504751|0.170423871895798|17.4075881195542|9.88029323393482|1.46542879921665|0.079212367525224|0|0.055448657267657|1386.24731592468|1497.40299379149|0.914786545677427|0.301106748802687|3.7|1.1|Harzburgite
Soumaïla (2000)|755|2150||14.21667|-4.549999987||INTRAPLATE VOLCANICS|50.18|0.55|14.24||9.135|0.16|9.03|12.41|1.43|0.13||0.16|2.98|0.55|0.05|1|0.9|49.4764749004031|0.464894501522606|11.9785261161521|0|0.852234565598479|8.8402655101277|0.162864247449756|16.3044119663147|10.4761474507278|1.20068515153283|0.109153195593894|0|0.1343423945771|1361.68253923324|1468.97613887295|0.912642887871123|0.294875927155981|3.5|1|Harzburgite
Soumaïla (2000)|810|2150||14.21667|-4.549999987||INTRAPLATE VOLCANICS|51.06|0.53|13.3||8.856|0.17|8.79|11.95|2.42|0.32||0.15|6.25|0.9|0.07|1|0.9|50.3047556255757|0.453554877207976|11.329522593051|0|0.836893757247587|8.57345153044851|0.173907576060001|15.6551467738343|10.214817105553|2.05821432168614|0.27216057146263|0|0.127575267873108|1360.61629876687|1452.1501736088|0.912242848579423|0.292892642261476|3.4|0.9|Harzburgite
SORBADERE et al., 2013|s.MTL 1|0.2|0.1|-13.583|167.616|NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / BANKS ISLANDS / MOTO LAVA / MOTO LAVA / PACIFIC OCEAN|CONVERGENT MARGIN|49.11|0.98|15.07||8.52|0.16|10.71|11.38|2.44|0.53||0.17|7.9|7||1|0.9|48.9240426555797|0.92313488032802|14.1701815409992|0|0.889655548749486|7.86895667639045|0.161435212459037|13.3967144787973|10.7149792640137|2.2930558510022|0.498081803701297|0|0.159762087979661|1317.90661431233|1393.07038955218|0.908955881602282|0.194308143984446|2.8|1.3|Spinel Peridotite
SORBADERE et al., 2013|s.MTL 3|0.2|0.1|-13.583|167.616|NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / BANKS ISLANDS / MOTO LAVA / MOTO LAVA / PACIFIC OCEAN|CONVERGENT MARGIN|49.03|1.02|15.11||8.56|0.16|10.6|11.34|2.48|0.56||0.18|8.1|7.8||1|0.9|48.8218546781072|0.956530421210852|14.1426977442689|0|0.889703557936335|7.91730872079651|0.161496098675925|13.4688937196105|10.6294111915205|2.31988123985269|0.523844150934478|0|0.168378477086082|1320.23762723277|1394.97182814633|0.909011570150151|0.188794111929352|2.8|1.3|Spinel Peridotite
SORBADERE et al., 2013|s.MTL 7|0.416|-0.208|-13.583|167.616|NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / BANKS ISLANDS / MOTO LAVA / MOTO LAVA / PACIFIC OCEAN|CONVERGENT MARGIN|49.77|0.65|14.76||8.97|0.16|10.89|11.31|2.01|0.37||0.11|3.8|0.7||1|0.9|49.2505423546282|0.591088453221543|13.3871071986573|0|0.903101785347664|8.31991322819282|0.160642701054805|14.8539034641096|10.2774565550733|1.8213056072396|0.335265211282912|0|0.099673441192217|1342.52458345321|1431.28800943136|0.911269475707194|0.265808926443458|3.2|1.1|Harzburgite
HOANG and UTO 2006|s.CB6-23|1|0.5|27.465|127.13|RYUKYU ARC / OKINAWA TROUGH / SITE CB6-23 / PACIFIC OCEAN|CONVERGENT MARGIN|49.56|0.98|16.15||8.78|0.16|8.59|11.93|2.28|0.44||0.16|16.9|3.6|0.3|1|0.9|48.5179074267304|0.838594518979392|13.7602097785121|0|0.830094333124965|8.38180773203752|0.162343254722156|14.859593479747|10.1988748617274|1.94003823641507|0.374393343869574|0|0.136143034134391|1344.02207619142|1431.43654197656|0.911701724080488|0.245938323555217|3.2|1.3|Harzburgite
BRYANT et al., 2011|s.6022|1.3|1.3|55.6819|160.2395|KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / TOLBACHIK / PACIFIC OCEAN|CONVERGENT MARGIN|51.25|0.95|13.81||8.67|0.18|9.8|11.88|2.42|0.84||0.21|15.5|1.56|0.11|1|0.9|49.9819939039029|0.843160579427256|12.2189866743257|0|0.851528438662659|8.05821025215897|0.180116525332562|14.2626021195457|10.5361312483473|2.13913372480654|0.742509226792354|0|0.185627306698088|1336.42705295526|1415.82298780449|0.910926539969689|0.266062189021521|3|0.9|Harzburgite
BRYANT et al., 2011|s.B25-25/3|1.3|1.3|45.883|148.717|KURILE ARC / UNNAMED SEAMOUNT (KURILE ARC) / PACIFIC OCEAN|SEAMOUNT|49.73|0.96|16.45||8.33|0.15|9.48|11.41|2.35|0.95||0.19|18.5|2.57|0.17|1|0.9|48.8310769476159|0.871449339584307|14.894097278473|0|0.83742532471511|7.73772249351266|0.150868525311858|13.1676268635159|10.3520466187115|2.12623596851435|0.859542200037718|0|0.171908440007544|1314.91960617542|1387.02967093035|0.909014598005533|0.203939817491898|2.7|1.3|Spinel Peridotite
WOODHEAD et al., 1998|s.H3/3|1.3|1.3|-4.57|149.1|BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / WITU ISLANDS / UNDAKA / PACIFIC OCEAN|CONVERGENT MARGIN|49.2|1.15|14.4||9.36|0.18|10.8|11.4|2.15|0.19||0.11|2.6|3.501|0.215|1|0.9|48.5495095858937|1.02053689190864|12.7383900148982|0|0.918845637941808|8.68316674115924|0.18004609163866|15.6375679234558|10.107348831414|1.89953665536047|0.1678660300086|0|0.097185596320768|1357.30908446444|1451.69362604374|0.912678824493912|0.257879176442087|3.4|1.3|Harzburgite
YAMAMOTO 1988|s.HU-41|1.3|1.3|41.5|139.37|HONSHU ARC / NORTHEASTERN HONSHU ARC / OSHIMA-OSHIMA / OSHIMA-OSHIMA / HIGASHIYAMA LAVA / PACIFIC OCEAN|CONVERGENT MARGIN|48.61|0.82|15.14||8.555|0.19|11.78|10.7|1.98|1.2||0.32||||1|0.9|48.5736229229133|0.792136172640271|14.6102355983072|0|0.916975466846112|7.81209816076473|0.19095654955207|13.3940914648429|10.3335274741098|1.91005293035625|1.15760783657955|0|0.308695423087879|1321.60164777579|1393.00127425635|0.909668397686086|0.214813806022207|2.8|1.5|Spinel Peridotite
YAMAMOTO 1988|s.NL-540|1.3|1.3|41.5|139.37|HONSHU ARC / NORTHEASTERN HONSHU ARC / OSHIMA-OSHIMA / OSHIMA-OSHIMA / NISHIYAMA LAVA / PACIFIC OCEAN|CONVERGENT MARGIN|49.01|0.86|15.08||8.662|0.19|11.77|10.71|1.86|1.2||0.32||||1|0.9|48.6881134224356|0.818048255580051|14.3251978594252|0|0.913849101728237|7.89615069162584|0.19008437561706|13.7753873540233|10.1838304871781|1.76608565723051|1.13941010143904|0|0.303842693717077|1327.90866570053|1403.03612939778|0.910630771258009|0.247160492609201|2.9|1.4|Harzburgite
YAMAMOTO 1988|s.NL-542|1.3|1.3|41.5|139.37|HONSHU ARC / NORTHEASTERN HONSHU ARC / OSHIMA-OSHIMA / OSHIMA-OSHIMA / NISHIYAMA LAVA / PACIFIC OCEAN|CONVERGENT MARGIN|49|0.85|15.12||8.569|0.19|11.53|11.02|1.86|1.19||0.32||||1|0.9|48.6888788745164|0.809072212149004|14.3726911383132|0|0.904652653730366|7.82000817103654|0.190274132125257|13.5267301310314|10.4856720326876|1.76728736415525|1.13068385126062|0|0.304049438994451|1321.83213438353|1396.49479779233|0.910067715639381|0.234197639261688|2.8|1.4|Spinel Peridotite
YAMAMOTO 1988|s.NL-543|1.3|1.3|41.5|139.37|HONSHU ARC / NORTHEASTERN HONSHU ARC / OSHIMA-OSHIMA / OSHIMA-OSHIMA / NISHIYAMA LAVA / PACIFIC OCEAN|CONVERGENT MARGIN|48.95|0.82|14.67||8.453|0.19|12.49|10.42|1.87|1.21||0.31||||1|0.9|49.0472951320328|0.80907133244522|14.4675977807675|0|0.926110702497477|7.67518912678514|0.19084944730678|13.2614378566258|10.2797729403376|1.84389484479268|1.1931084289835|0|0.305672407425525|1318.14535434401|1389.50440104139|0.909802942136361|0.244409980767317|2.7|1.3|Harzburgite
YAMAMOTO 1988|s.NU-103|1.3|1.3|41.5|139.37|HONSHU ARC / NORTHEASTERN HONSHU ARC / OSHIMA-OSHIMA / OSHIMA-OSHIMA / NISHIYAMA LAVA / PACIFIC OCEAN|CONVERGENT MARGIN|49.05|0.78|14.19||8.488|0.19|14.76|9.84|1.77|1.15||0.28||||1|0.9|49.1295178605966|0.810874082765261|14.7672837056259|0|0.981930951207245|7.56173124894081|0.189839420988906|12.9942100591526|10.2328959654013|1.84285580263094|1.1973356909749|0|0.291525211715629|1312.80601628186|1382.45105010661|0.909324115464223|0.242334884594027|2.7|1.3|Harzburgite
YAMAMOTO 1988|s.NU-105|1.3|1.3|41.5|139.37|HONSHU ARC / NORTHEASTERN HONSHU ARC / OSHIMA-OSHIMA / OSHIMA-OSHIMA / NISHIYAMA LAVA / PACIFIC OCEAN|CONVERGENT MARGIN|48.54|0.8|13.85||8.568|0.19|14.97|9.87|1.73|1.13||0.29||||1|0.9|48.8894287044995|0.837206207762462|14.5095855908939|0|0.997824426815907|7.68291351304244|0.19105203475758|13.2577841474285|10.3325804331295|1.81327338066336|1.18439243939283|0|0.303959121614089|1317.92542150873|1389.40804401447|0.909803821048567|0.241226219746126|2.7|1.3|Harzburgite
YAMAMOTO 1988|s.NU-29|1.3|1.3|41.5|139.37|HONSHU ARC / NORTHEASTERN HONSHU ARC / OSHIMA-OSHIMA / OSHIMA-OSHIMA / NISHIYAMA LAVA / PACIFIC OCEAN|CONVERGENT MARGIN|48.68|0.8|14.13||8.431|0.19|14.19|9.98|1.74|1.14||0.28||||1|0.9|49.1092325369818|0.828378328452748|14.6422374073125|0|0.971043907182436|7.58767113447636|0.191272381319179|13.0581512867223|10.3364242712274|1.80364696791329|1.18169973759836|0|0.290242040813633|1313.13888783568|1384.139840338|0.909370665382662|0.242259167769434|2.6|1.3|Harzburgite
WOOD et al., 1980|s.60-454A-12-2,26-28|1.4|0.2|18.013|144.532|MARIANA ARC / MARIANA TROUGH / SITE 454 / PACIFIC OCEAN|CONVERGENT MARGIN|51.6|1.04|15.2||8.17|0.13|8.53|11.53|3.32|0.34||0.13|0|1||1|0.9|50.2591073355527|0.919813239948663|13.3988848331956|0|0.799528145272218|7.7118452925742|0.131653497578387|13.2494879591534|10.1916252248478|2.92410048723793|0.299456073994246|0|0.114497910644859|1320.43819021259|1389.18924541269|0.909362350016769|0.229189297853351|2.7|1|Harzburgite
LESLIE et al., 2009|s.EL9|4.25|1.25|-17.5386|-177.9013|TONGA ARC / FIJI ISLANDS / VITI LEVU / TAVUA / PACIFIC OCEAN|CONVERGENT MARGIN|48.35|0.55|12.33||9.39|0.19|10.72|11.45|2.06|1.92||0.34|59.5|0.64|0.12|1|0.9|48.4973669480793|0.494732075429956|11.055331105449|0|0.934263398796764|8.8239890903674|0.1929454997072|15.8432599976695|10.2897241374063|1.84464786088307|1.71928344315315|0|0.304456443058371|1377.48974046346|1457.03248939563|0.913455814774182|0.243524273808835|3.4|1.3|Garnet Peridotite
LESLIE et al., 2009|s.YK6|4.25|1.25|-18.7956|-178.5277|TONGA ARC / FIJI ISLANDS / ASTROLABE ISLANDS / PACIFIC OCEAN|CONVERGENT MARGIN|48.19|0.62|10.32||9.27|0.19|8.61|11.81|1.74|1.46||0.29|35|2.79|0.15|1|0.9|49.4768918923122|0.524121683827969|8.67385582299192|0|0.863427292680719|9.34167820040893|0.200665130374975|18.0268113535289|9.96695517585915|1.45860532938296|1.2238872304018|0|0.243100888230494|1408.57669001723|1513.26966679457|0.917169556405555|0.344771697706835|3.9|1|Harzburgite
MCKEE et al., 1983|s.ALT11|7.5|2.5|41.9683|-120.105|BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / DEVILS GARDEN LAVA|RIFT VOLCANICS|48.8|0.75|16.9||9.01|0.15|9.3|11.5|2.3|0.31||0.16|2.78|||1|0.9|47.939761040591|0.651569512442732|14.6260057325462|0|0.865337416689115|8.48291676070594|0.151173338683766|14.9073646626359|9.98154725179202|1.98806709494614|0.267956869318827|0|0.138300319648427|1346.23441962448|1432.68334957186|0.91144191304619|0.22011996754022|3.2|1.6|Spinel Peridotite
RIGHTER et al., 2008|s.SMT-5|9.25|1.75|18.3589|-95.0693|MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / VERACRUZ / SAN MARTIN TUXTLA / PACIFIC OCEAN|CONVERGENT MARGIN|50.04|0.83|12.88||10.28|0.17|10.53|12.28|2.2|0.77||0.17||||1|0.9|48.1762639299896|0.677679948177446|10.4675751089125|0|0.92624908749223|9.39808824365988|0.165570038315449|17.6302301944596|10.0120594789028|1.78402061598698|0.624407215595443|0|0.137856138508085|1400.19046808992|1503.11528215794|0.916344200084549|0.292861880592827|3.7|1.3|Harzburgite
YAMASHITA and TATSUMI  1994|s.SY90060206|14.15|8.85|37.75|140.75|HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / RYOZEN FORMATION / PACIFIC OCEAN|CONVERGENT MARGIN|49.15|0.63|14.16||9.09|0.16|12.54|10.43|1.77|0.28||0.07|5.4|1.3||1|0.9|49.3768778579929|0.601058392777306|13.4889701055326|0|0.961506525048926|8.38286698132198|0.161540029423982|15.0628328896062|9.94613550235173|1.68501638548178|0.266556264369999|0|0.0666390660925|1345.25871111562|1436.73835013128|0.911226511110339|0.273730281009958|3.3|1|Harzburgite
YAMASHITA and TATSUMI  1994|s.SY90060207|14.15|8.85|37.75|140.75|HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / RYOZEN FORMATION / PACIFIC OCEAN|CONVERGENT MARGIN|49.2|0.63|14.16||9.09|0.16|12.75|10.41|1.79|0.28||0.07|6|1.2||1|0.9|49.3675847923236|0.603962735435691|13.5565869925289|0|0.966399967444679|8.35130640984809|0.161229397679699|14.9697317476143|9.97557822412346|1.71272865517423|0.267912862261891|0|0.066978215565473|1343.72674462237|1434.31052701974|0.911112359966396|0.271898549512688|3.3|1|Harzburgite
SHUTO et al., 1985|s.R09|22|0|37.8573|140.6971|HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / RYOZEN BASALT / PACIFIC OCEAN|CONVERGENT MARGIN|48.86|0.51|15.05||9.184|0.16|12.7|10.9|1.48|0.13||0.06|1.7|||1|0.9|48.7666820874238|0.484045766048777|14.2632454276816|0|0.966487425204027|8.40007527415153|0.160338633282389|15.0368656474469|10.3405626567906|1.40174352174626|0.123126120153388|0|0.056827440070794|1339.76524014537|1436.06134192303|0.911211346250502|0.264742470374867|3.3|1|Harzburgite
GELDMACHER et al., 2008|s.67-499B-10-01, 40-47|24|0|12.6705|-90.9447|MIDDLE AMERICA TRENCH - GUATEMALA TRENCH / MIDDLE AMERICA TRENCH (GUATEMALA TRENCH) - TRENCH AXIS / SITE 499 / PACIFIC OCEAN|CONVERGENT MARGIN|49.9|0.96|15.6||8.12|0.14|8.53|12|2.35|0.1||0.08|0.73|0.54|0.05|1|0.9|49.7072267764006|0.864229457446411|13.9957088251921|0|0.808684727006397|7.84246847581864|0.144614594829285|13.5736960655024|10.7956677238713|2.10636477539228|0.089632543633714|0|0.071706034906971|1314.44469034875|1397.73110858356|0.908861859919868|0.23392414887462|2.9|1.1|Harzburgite
GUO et al., 2005|s.CH9722|32|8|27.6173|101.3682|CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SICHUAN PROVINCE / YANYUAN VOLCANIC FIELD|INTRAPLATE VOLCANICS|49.8|1.51|12.85||7.95|0.11|9.03|11.62|1.44|3.56||1.24|206|18.7|1.22|1|0.9|49.2721995054941|1.37814107725861|11.6959649716171|0|0.80342529156124|7.47841786926348|0.111990941958026|12.9846244820657|10.599718329451|1.30973481492247|3.23795551466945|0|1.1278272017388|1325.41681958056|1382.1978204601|0.91127471546644|0.272024577887649|2.7|1.2|Spinel Peridotite
GUO et al., 2005|s.GZ0029|32|8|27.0228|101.5507|CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SICHUAN PROVINCE / YANBIAN VOLCANIC FIELD|INTRAPLATE VOLCANICS|50.54|0.78|11.25||8.37|0.11|11.68|11.13|1.08|2.94||1.19|169|14|0.82|1|0.9|50.4541127441401|0.748140873549707|10.7765614369942|0|0.890462784209562|7.68245683489199|0.110768102919454|13.6773843950229|10.671606262969|1.03408581392078|2.81501138233991|0|1.13940936904234|1335.28669095149|1400.45924281096|0.91102028385371|0.309016932543991|2.9|0.9|Harzburgite
GUO et al., 2005|s.LH14|32|8|26.9087|100.2355|CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE / LIJIANG VOLCANIC FIELD|INTRAPLATE VOLCANICS|50.23|1.01|11.85||8.13|0.11|10.36|11.61|1.17|3.87||0.76|148|7.03|0.45|1|0.9|49.9311418472774|0.947383641552024|11.0939298023497|0|0.845216141293077|7.52888045161127|0.111172159742636|13.2301393995168|10.8852875313804|1.09472644130579|3.62101822893455|0|0.711104355036242|1329.13543167257|1388.67891338961|0.911804709058254|0.294128487356289|2.8|1.1|Harzburgite
GUO et al., 2005|s.WH79|32|8|25.3853|101.2527|CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE / YAO^AN VOLCANIC FIELD|INTRAPLATE VOLCANICS|50.87|1.09|12.31||8.05|0.12|10.56|11.34|1.08|2.79||0.89|123|12.5|0.79|1|0.9|50.6283786305192|1.03255833829999|11.641822300266|0|0.845474054431257|7.44809514308558|0.121235340448487|13.0449307236435|10.7381131100717|1.02087053528843|2.63724888282843|0|0.841272941117314|1316.89502519724|1383.79072041909|0.909606661239704|0.29414261175157|2.7|0.8|Harzburgite
BAU and KNITTEL 1993|s.AY-43|50|50|15.67|120.65|LUZON ARC / LUZON ARC / LUZON / ARAYAT / PACIFIC OCEAN|CONVERGENT MARGIN|48.43|0.97|14.35|0.06|8.76|0.17|9.84|11.47|2.23|1.07||0.2|26.3|4|0.25|1|0.9|48.5629846649464|0.882227725109841|13.0116050358638|0.057594642490363|0.881670215878715|8.2996531575244|0.173918782727725|14.535866315638|10.4240899849145|2.01999100829747|0.969233353757081|0|0.181165112851791|1344.10349493241|1422.97729822537|0.911325566203433|0.225433380763523|3.2|1.3|Spinel Peridotite
WAIGHT and BAKER 2012|s.83834|55|0|69|-27.83|NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / MILNE LAND FORMATION|CONTINENTAL FLOOD BASALT|45.6|0.87|13.54||10.243|0.17|12.8|10.83|1.27|0.01||0.07|1.22|0.67|0.07|1|0.9|46.8471143660594|0.797857090198801|12.3827021804935|0|1.03902009402992|9.61443938612298|0.173325015679222|17.9909921627692|9.9220890834947|1.15942591767666|0.009129337934462|0|0.063905365541233|1395.05609137338|1512.35360873913|0.916965767482365|0.276346733022364|3.9|2|Harzburgite
PEATE and STECHER  2003|s.83820|55|1|69|-27.83|NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / MILNE LAND FORMATION|CONTINENTAL FLOOD BASALT|47.8|0.91|14.19||10.718|0.18|13.41|11.36|1.33|0.01||0.07|1.1|1.05|0.1|1|0.9|46.8644389721254|0.797069143763717|12.394652669442|0|1.03841878590385|9.60180104514495|0.175173006070755|17.958555487274|9.94041389894108|1.15971943154218|0.008719694974001|0|0.061037864818009|1394.38518583461|1511.52387086012|0.916908579752154|0.276084598397924|3.9|2|Harzburgite
STARKEY et al., 2009|s.BI/PI/28|60|2|67.175|-62.445|NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BAFFIN ISLAND-BAFFIN BAY-CANADA|CONTINENTAL FLOOD BASALT|49.0534583154129|0.917656367491564|14.3390158862746||10.6164081294706|0.17987284279735|11.3309728654828|12.1134705431888|1.31093766784509|0.060973845016051||0.077233537020331|0.2|1.62249|0.2|1|0.9|47.4640839545218|0.753557267981629|11.7237152959994|0|0.962171977196467|9.63460416894981|0.17427106166805|18.1725970051966|9.93296663862105|1.06930020513752|0.04973489326221|0|0.062997531465466|1396.72037092071|1516.99583866791|0.916805598539456|0.289482936145595|3.9|1.8|Harzburgite
STARKEY et al., 2009|s.PAD4|60|2|67.17|-62.44|NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BAFFIN ISLAND-BAFFIN BAY-CANADA|CONTINENTAL FLOOD BASALT|46.7289265901927|0.780666960324593|11.0788053748522||10.3141922229942|0.181785320644795|20.622534708704|9.12966277016083|1.07051355490824|0.032317390336853||0.060595106881598|0.368109756829229|1.0992427905915|0.085158134163838|1|0.9|47.2251187383256|0.854122824515926|12.1381612103121|0|1.25770179829066|9.45259944463558|0.187019605137445|17.6140160044189|9.99445778461929|1.17483571625795|0.035466738604014|0|0.066500134882526|1389.26832411789|1502.69955870285|0.916117675649992|0.278868646871085|3.7|1.9|Harzburgite
FREY et al., 2011|s.26-14|60|17|-17.9808|88.7926|NINETYEAST RIDGE / NINETYEAST RIDGE / DREDGE 26 / INDIAN OCEAN|SUBMARINE RIDGE|51.9015384615385|0.694111538461538|14.6684615384615|0.076761538461539|8.50923076923077|0.149234615384615|9.64192307692308|11.8819230769231|1.81115384615385|0.095188461538462||0.079776923076923||||1|0.9|50.7546641128679|0.617592015397767|13.0099118522245|0.072246795462259|0.837730900781266|8.00399659656286|0.150199159561475|14.2298964729344|10.563967175446|1.60476737054831|0.084341447555108|0|0.070686100658129|1323.83734157046|1414.96588302097|0.908793234661527|0.27970135441299|3.1|0.9|Harzburgite
FREY et al., 2011|s.26-24|60|17|-17.9808|88.7926|NINETYEAST RIDGE / NINETYEAST RIDGE / DREDGE 26 / INDIAN OCEAN|SUBMARINE RIDGE|51.7413333333333|0.75966|14.524|0.073633333333333|9.152|0.145713333333333|9.72466666666667|11.6686666666667|1.912|0.11836||0.08364|2.2373|2.70936666666667|0.174563333333333|1|0.9|50.0311025934126|0.647050186407598|12.3209167660527|0.067394324941321|0.861368407669869|8.57599114604915|0.144965893736597|15.6323163400941|9.92820429308627|1.6195834308548|0.100258313219652|0|0.070848304475259|1353.79282937066|1451.55722493752|0.911433260073608|0.289276875596659|3.4|0.8|Harzburgite
FREY et al., 2011|s.26-27|60|17|-17.9808|88.7926|NINETYEAST RIDGE / NINETYEAST RIDGE / DREDGE 26 / INDIAN OCEAN|SUBMARINE RIDGE|51.8692307692308|0.675166483516483|14.7465384615385|0.09163543956044|8.51945054945055|0.143954395604396|9.60131868131868|12.04|1.81906593406593|0.105968131868132||0.048615659340659||||1|0.9|50.6478729535465|0.599383130357639|13.0493794478773|0.086092332588889|0.836828035132479|8.0054220881402|0.144726787096066|14.2051070129208|10.6804220788326|1.60810938016548|0.093679038051613|0|0.042977715290341|1323.17819627789|1414.31611508866|0.908848291630441|0.277309906679177|3.1|0.8|Harzburgite
FREY et al., 2011|s.26-28|60|17|-17.9808|88.7926|NINETYEAST RIDGE / NINETYEAST RIDGE / DREDGE 26 / INDIAN OCEAN|SUBMARINE RIDGE|51.8592857142857|0.695457142857143|14.7178571428571|0.078389285714286|8.5025|0.140032142857143|9.62357142857143|12.0228571428571|1.81357142857143|0.093664285714286||0.063164285714286|1.5729|2.27306666666667|0.133796666666667|1|0.9|50.678453620039|0.618612337890609|13.0501683146919|0.073741058678916|0.836850279015482|7.98969151265208|0.140843441940362|14.1799177701209|10.6863093617718|1.60649100901271|0.08296934462853|0|0.055951949557697|1322.43254604328|1413.6557625162|0.908791758860783|0.277132551469793|3.1|0.8|Harzburgite
FREY et al., 2011|s.26-36|60|17|-17.9808|88.7926|NINETYEAST RIDGE / NINETYEAST RIDGE / DREDGE 26 / INDIAN OCEAN|SUBMARINE RIDGE|51.8403333333333|0.687073333333333|14.6766666666667|0.073606666666667|8.54766666666667|0.145583333333333|9.707|12.0156666666667|1.79133333333333|0.095856666666667||0.073896666666667||||1|0.9|50.6394920405434|0.610763144065924|13.0053788138855|0.069187736748166|0.840751127815552|8.02086886133322|0.146254041357751|14.2583027311739|10.6729637024257|1.5857648889727|0.084856421496442|0|0.065416490181682|1323.94335028438|1415.71032558257|0.908919672682551|0.278138172842256|3.1|0.8|Harzburgite
FREY et al., 2011|s.26-74C|60|17|-17.9808|88.7926|NINETYEAST RIDGE / NINETYEAST RIDGE / DREDGE 26 / INDIAN OCEAN|SUBMARINE RIDGE|51.916|0.69032|14.802|0.07757|8.531|0.14395|9.692|11.959|1.804|0.08998||0.08373||||1|0.9|50.6541292167138|0.613402328442666|13.1114048182389|0.072861047936688|0.838801487179743|7.99684838111362|0.144473824929478|14.1995053061235|10.6184675287318|1.59638740427269|0.079624688822869|0|0.074093967494319|1322.99592090001|1414.16927187629|0.908800277572134|0.27761916728477|3.1|0.8|Harzburgite
