Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Ga,Gd,Ge,H,Hf,Hg,Ho,I,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr
0.008,23500.0,0.05,0.001,0.3,6.6,0.07,0.003,0.05,120.0,25300.0,0.04,1.68,17.0,105.0,2625.0,0.021,30.0,0.67,0.44,0.15,15.0,62600.0,4.0,0.54,1.1,100.0,0.28,0.01,0.15,0.01,0.01,0.003,240.0,0.65,1.6,0.068,228000.0,1045.0,0.05,2.0,2700.0,0.66,1.25,1960.0,440000.0,0.003,90.0,0.15,0.004,0.25,0.007,0.6,0.0003,0.001,0.005,250.0,0.006,16.0,0.075,210000.0,0.41,0.13,20.0,0.037,0.1,0.012,0.08,1200.0,0.004,0.068,0.02,82.0,0.029,4.3,0.44,55.0,10.5
