Location|Age|T_g|P|SiO2|TiO2|Al2O3|FeOT|MnO|MgO|CaO|Na2O|K2O
Troodos, Cyprus|91|1349.32234159669|0.641289233986769|53.05|0.49|13.57|8.56|0.16|12.16|10|1.53|0.33
Troodos, Cyprus|91|1305.43751729098|0.169136309243152|53.8|0.31|11.4|7.471|0.16|12.54|8.73|1.3|0.15
Troodos, Cyprus|91|1411.01072664235|0.589384258026615|53.87|0.2|12.02|9.93|0.18|12.61|10.74|0.39|0.04
Troodos, Cyprus|91|1324.85052356129|0.270849598572261|54.21|0.2|13.2|8.05|0.16|12.68|10.63|0.48|0.33
Troodos, Cyprus|91|1300.7858997598|0.306036261111256|51.74|0.19|12.47|7.179|0.14|12.74|9.88|1.1|0.39
Troodos, Cyprus|91|1300.7858997598|0.306036261111256|51.74|0.19|12.47|7.179|0.14|12.74|9.88|1.1|0.39
Troodos, Cyprus|91|1383.24447776198|0.465585263635306|52.4|0.3|11.7|8.4|0.15|15.8|10.7|0.7|0.1
D-type arc Kohistan|100|1358.97928933889|1.25428412599076|50.41|0.89275|15.97|8.4027823|0.16|8.116|10.36|3.088|0.95
D-type arc Kohistan|100|1344.79273436297|1.11437030756466|50.26|0.47|16.36|8.035214|0.14|8.18|12.28|2.81|0.57
D-type arc Kohistan|100|1313.90571064949|0.724239373212863|51.225|0.7186|16.59|7.5488721|0.14|8.629|9.742|2.4|0.17
D-type arc Kohistan|100|1376.75661225228|1.22737821284698|51.24054|0.909174155|14.571238|8.8759907192|0.14|8.8494186|11.317104|3.0961488|0.49
D-type arc Kohistan|100|1349.57425257598|1.2471705862379|49.54|0.69|15.9|8.170184|0.13|11.17|9.83|3.22|0.38
D-type arc Kohistan|100|1376.18752062211|1.16991229706936|47.05|0.69145|13.295|8.1359916|0.13|12.48|12.13|1.299|0.83
D-type arc Kohistan|100|1353.461822551|0.684759579624374|51.25665|0.847056355|12.120262|8.26925000044|0.14|13.0707804|11.112084|1.180888|0.55
High Mg basalts, Kohistan|100|1350.10305222737|1.05590263145871|50.8433333333333|0.3055|14.9366666666667|8.19|0.15|7.966|11.1266666666667|2.532|1.19
High Mg basalts, Kohistan|100|1549.42085613483|3.04153997612689|46.49|0.56|19.38|12.31|0.21|7.98|9.18|2.46|0.67
High Mg basalts, Kohistan|100|1395.04875214265|1.48794683035488|50.74|0.33|17.04|9.35|0.17|8.4|10.1|2.8|1.15
High Mg basalts, Kohistan|100|1392.56855621956|1.37931304373677|49.62|0.32|14.13|9.07|0.12|12.06|9.44|2.37|1.09
High Mg basalts, Kohistan|100|1490.29352229116|1.80872342725639|48.7|0.42|11.6|10.8|0.19|13.4|11.8|1.6|0.25
High Mg basalts, Kohistan|100|1418.85392191857|1.12623033580152|48.99|0.23|10.89|9.13|0.17|14.92|12.25|1.37|0.2
High Mg basalts, Kohistan|100|1412.96895982643|0.677024114765602|51.98|0.21|9.42|8.85|0.18|15.02|12.51|1.29|0.29
High Mg basalts, Kohistan|100|1428.98011735389|1.02486144233348|50.23|0.23|10.14|8.98|0.17|15.9|10.83|0.96|1.17
Kohistan gabbros Suite A|115|1305.89868113725|0.697091881777024|48.35|0.56|16.72|6.94028032619318|0.13|8.5|14.34|1.57|0.06
Kohistan gabbros Suite A|115|1336.01575807406|0.798728833206566|49.81|0.7|15.82|7.79433036633353|0.155|8.52|12.42|1.83|0.11
Kohistan gabbros Suite A|115|1255.95036224911|0.661286934219882|46.23|0.18|19.37|5.67269026661644|0.11|9.35|13.86|1.47|0.08
Kohistan gabbros Suite A|115|1314.01788913229|0.814179987705406|47.11|0.3|17.02|6.94927032661571|0.12|9.82|13.5|1.54|0.03
Peninsular Range batholith S Calif gabbros|115|1263.48414264835|0.728540770568679|46.5|0.18|21.4|5.95859585958596|0.11|9.77|13.5|1.05|0.05
Talkeetna arc, AK gabbros|175|1613.29527327454|3.5609546372331|45.15|1.069|17.21|13.273|0.222|8.17|13.11|1|0.04
Talkeetna arc, AK gabbros|175|1253.26805610591|0.595055543825118|48.68|0.204|21.59|5.924|0.118|8.25|14.46|1.2|0.04
Talkeetna arc, AK gabbros|175|1334.67920546438|0.851752051526679|48.25|0.457|18.01|7.575|0.166|8.51|14.92|1.12|0.04
Talkeetna arc, AK gabbros|175|1666.77626987651|4.40881002475607|44.67|1|16.35|14.34|0.224|8.76|13.24|1|0.01
Talkeetna arc, AK gabbros|175|1409.25743144985|1.3999429871427|49.15|0.594|16.08|9.376|0.255|9.11|11.29|2.28|0.15
Talkeetna arc, AK gabbros|175|1538.90149443699|2.49856011812147|46.19|0.676|16.11|11.702|0.222|9.88|13.4|0.91|0.02
Talkeetna arc, AK gabbros|175|1294.23419568661|0.737589752228309|46.67|0.226|19.3|6.493|0.129|9.93|16.05|0.86|0.06
Talkeetna arc, AK gabbros|175|1269.73328507321|0.77045939625426|46.26|0.122|21.83|6.042|0.12|10.03|14.78|0.88|0.03
Talkeetna arc, AK gabbros|175|1327.6226023859|1.14388715814688|45.73|0.091|21.38|7.22|0.133|10.73|13.61|1.04|0.01
Talkeetna arc, AK gabbros|175|1368.67972584366|0.970900463953491|49.57|0.561|14.89|8.486|0.183|10.85|12.63|1.58|0.12
Talkeetna arc, AK gabbros|175|1360.89414904541|1.09290983826779|46.55|0.217|17.84|7.864|0.145|11.79|15.31|0.75|0.04
Kuerti ophiolite, NW China|360|1504.67219348607|2.08493311855229|51.33|1.7|14.22|11.9443384338434|0.21|7.9|5.5|4.56|0.09
Kuerti ophiolite, NW China|360|1497.46448565541|2.59644953821381|44.87|1.51|18.14|10.721296129613|0.18|8.26|9.46|2.55|0.54
Kuerti ophiolite, NW China|360|1459.43170650063|1.83680634967586|48.38|1.02|15.91|10.3833483348335|0.19|8.39|8.96|2.88|0.22
Kuerti ophiolite, NW China|360|1493.051190771|2.05898296820133|48.29|1.58|14.9|11.1222052205221|0.24|8.85|9.4|2.31|0.4
Kuerti ophiolite, NW China|360|1498.98570676669|2.26299856622405|46.24|1.91|15.72|10.9172367236724|0.18|9.16|9.33|2.35|0.11
Kuerti ophiolite, NW China|360|1503.2818611569|1.97533942662102|48.62|1.61|13.8|11.3472637263726|0.24|9.35|10.04|1.96|0.14
Kuerti ophiolite, NW China|360|1510.86931162084|2.14120732585898|48.56|1.48|13.97|11.5503510351035|0.24|9.37|8.03|2.77|0.2
Kuerti ophiolite, NW China|360|1408.42838238894|1.579297670179|46.98|0.97|16.76|9.05330333033303|0.16|9.41|10.78|2.22|0.33
Kuerti ophiolite, NW China|360|1431.56234137292|1.74128984377089|47.78|1.32|15.89|9.72924392439244|0.2|10.3|8.58|2.77|0.36
Kuerti ophiolite, NW China|360|1407.70064813161|1.51113344262341|46.83|1.01|16.94|9.05029702970297|0.16|10.51|11.28|1.75|0.12
Kuerti ophiolite, NW China|360|1456.21119641614|1.85497390342835|46.78|0.92|14.9|10.010297029703|0.2|10.65|10.48|1.65|0.77
Careon ophiolite, NW Spain|380|1356.30290172337|1.29362510815682|48.42|1.203|16.68|8.04680468046805|0.143|7.76|10.66|3.43|0.12
Careon ophiolite, NW Spain|380|1368.68750012246|1.40137568637399|48.49|1.318|16.4|8.36183618361836|0.141|7.77|9.7|3.22|0.76
Careon ophiolite, NW Spain|380|1313.51440376401|0.801515578849997|49.29|0.802|15.1|7.14671467146715|0.141|7.82|12.11|2.79|0.03
Careon ophiolite, NW Spain|380|1345.95177430458|1.10677295372342|48.95|1.253|16.22|7.92979297929793|0.138|8.27|10.63|2.99|0.08
Careon ophiolite, NW Spain|380|1346.906376505|1.15851097590745|48.27|1.06|16.56|7.85778577857786|0.135|8.37|10.4|3.1|0.01
Careon ophiolite, NW Spain|380|1325.73107961037|1.03545829756665|49.19|0.987|16.46|7.51575157515752|0.132|8.51|11.14|3.1|0.13
Careon ophiolite, NW Spain|380|1380.81419178877|1.27456463074901|47.83|0.918|15.6|8.4968496849685|0.153|8.79|10.95|2.58|0.09
Careon ophiolite, NW Spain|380|1376.53433036694|1.55798298209228|48.49|1.48|15.16|8.51485148514852|0.148|9.1|9.31|4.34|0.21
Careon ophiolite, NW Spain|380|1244.18446510197|0.41795556505174|50.12|0.63|14.94|5.75157515751575|0.122|9.22|12.88|2.47|0.06
Careon ophiolite, NW Spain|380|1342.11484310625|1.08616347922284|46.71|1.008|15.97|7.4977497749775|0.105|10.7|12.05|2.04|0.04
Hodgkinson Prov, Tasman fold belt|400|1480.39079807971|1.98683563300288|47.69|1.03|13.92|10.5402430243024|0.19|7.84|10.99|2.66|0.34
Hodgkinson Prov, Tasman fold belt|400|1421.19059328909|1.65026056707648|47.88|1.33|15.06|9.32819081908191|0.17|7.85|10.74|3.34|0.02
Hodgkinson Prov, Tasman fold belt|400|1428.65408975568|1.7885926389928|47.47|1.47|15.09|9.43917191719172|0.16|7.99|10.26|3.63|0.02
Hodgkinson Prov, Tasman fold belt|400|1425.31239127248|1.64183582831475|47.72|1.3|15.36|9.41820882088209|0.16|8.04|11.16|2.91|0.04
Hodgkinson Prov, Tasman fold belt|400|1433.96747042107|1.68862969738843|47.6|1.41|14.3|9.63096309630963|0.15|9.22|10.5|2.2|0.83
Betts Cove ophiolite |489|1361.43672553566|1.15621881918573|51.77|0.29|14.2|8.677|0.19|11.2|9.24|3.7|0.29
Betts Cove ophiolite |489|1504.8049916515|2.22377673844243|47.29|1.63|13.14|11|0.19|13.11|11.67|1.69|0.16
Betts Cove ophiolite |489|1384.14955900199|0.706158191393847|52.93|0.09|10.58|8.506|0.16|17.02|8.98|0.99|1.42
Betts Cove ophiolite |489|1447.0397620362|0.599932771057137|51.73|0.17|8.94|9.354|0.17|18.13|9.86|0.07|0.43
Betts Cove ophiolite |489|1422.12255704044|0.631755168084084|51.77|0.04|10.84|8.989|0.17|18.93|7.46|0.16|0.77
Betts Cove ophiolite |489|1498.34130319844|1.12280829369776|52.57|0.18|9.61|10.603|0.19|19.15|8.15|1.05|0.16
Betts Cove ophiolite |489|1583.73928305958|2.72568364069432|46.57|1.29|11.11|11.21|0.18|20.07|8.23|1.57|0.15
Betts Cove ophiolite |489|1425.91590742381|0.303139419858075|50.69|0.05|7.21|8.52|0.17|20.6|11.95|0.02|0.03
Betts Cove ophiolite |489|1551.71515292037|1.66003903348254|48.44|0.06|9.54|10.721|0.18|20.88|8.61|0.17|0.4
Betts Cove ophiolite |489|1438.89702800739|0.818557957533235|48.13|0.12|9.31|8.41|0.14|21.46|13.17|0.31|0.05
Betts Cove ophiolite |489|1525.94869122069|1.44248618470607|48.88|0.01|9.73|10.277|0.18|21.62|8.6|0.18|0.36
Betts Cove ophiolite |489|1458.47815682779|0.602211740525697|50.18|0.06|7.35|8.915|0.17|23.51|8.72|0.19|0.03
Betts Cove ophiolite |489|1535.90424564056|1.11894225030366|47.46|0.03|8.52|8.956|0.18|25.68|8.16|0.09|0.02
boninite Newfoundland|489|1313.36191904082|0.414142194103739|53.29|0.11|11.38|7.577|0.17|11.82|8.74|2.52|0.12
boninite Newfoundland|489|1389.66211969406|0.897671037602643|53.8|0.17|9.9|9.362|0.13|12.79|9.18|3.28|0.09
boninite Newfoundland|489|1327.10417004425|0.266659832189188|50.99|0.17|11.29|7.562|0.14|12.89|11.86|0.72|0.08
boninite Newfoundland|489|1731.04220059606|3.55404761688357|49.9|0.12|10.55|16.736|0.18|13.35|4.17|0.21|0.05
boninite Newfoundland|489|1410.83090666405|0.851024469194725|52.83|0.16|9.49|9.632|0.17|14.21|10.22|2|0.12
boninite Newfoundland|489|1405.44986597475|0.901789785837628|46.66|0.19|12.66|8.53|0.16|14.36|13.17|0.17|0.04
boninite Newfoundland|489|1341.68033492157|0.635966690762104|52.6|0.17|11.95|8.152|0.13|14.85|9.12|2.13|0.14
boninite Newfoundland|489|1419.13333818598|0.772925808912289|52|0.09|9.25|8.957|0.12|15|10.8|1.92|0.18
boninite Newfoundland|489|1431.23825635859|0.669614487331306|51.3|0.07|7.9|8.955|0.16|16.58|11.86|1.08|0.33
boninite Newfoundland|489|1427.81419296518|0.885730160005774|49.7|0.18|10|8.772|0.18|16.75|9.42|1.57|0.06
boninite Newfoundland|489|1399.03040939551|0.583964970502066|51.7|0.1|8.8|8.423|0.12|16.88|9.53|1.73|0.08
boninite Newfoundland|489|1384.28333538483|0.483948380636876|51.4|0.07|9.4|8.12|0.17|17.03|8.54|1.53|0.06
Kudi ophiolite, NW China|500|1379.9658155041|1.05132383675988|49.2|0.12|16.9|8.73987398739874|0.12|10.9|14.6|0.99|0.02
Qaidam UHP belt, N Tibet|514|1323.80093817913|0.675288436425259|48.88|0.75|14.9|7.38815|0.15|8.98|12.71|1.25|0.41
Stronie Fm, Poland|530|1481.73960062607|2.14873278189368|46.84|1.62|15.66|10.5490549054906|0.16|7.73|10.65|2.63|0.26
Stronie Fm, Poland|530|1463.54677364508|2.33364099822211|46.38|1.73|15.38|10.04500450045|0.36|8.16|9.42|4.15|0.24
Stronie Fm, Poland|530|1429.79380503067|1.59188186230106|49.7|1.79|14.3|9.85598559855986|0.12|8.19|9.71|3.06|0.47
Stronie Fm, Poland|530|1449.749788904|2.03399920706653|47.73|1.45|15.36|10|0.18|8.2|9.53|3.87|0.23
Stronie Fm, Poland|530|1577.38367658117|3.34408053523766|45.74|3.05|15.84|12.7632763276328|0.35|8.49|5.06|4.04|0.3
Stronie Fm, Poland|530|1485.02451706445|2.47635721598906|46.5|1.92|17.57|10.8370837083708|0.16|8.68|5.62|4.34|0.34
Stronie Fm, Poland|530|1417.79680710089|1.73486480413707|48.72|1.35|16.07|9.56795679567957|0.13|8.91|7.35|4.2|0.21
Stronie Fm, Poland|530|1407.39265836728|1.9084808803822|44.8|1.03|17.98|8.74887488748875|0.13|11.22|9.4|2.76|0.19
Agardagh Tes-Chem oph, Mongolia|569|1424.67782889871|1.48198795400905|48.73|0.76|16.09|9.7029702970297|0.18|10.15|10.01|2.16|0.07
Agardagh Tes-Chem oph, Mongolia|569|1386.63162973891|1.03462149478922|52.08|2.9|8.65|9.0999099909991|0.26|11.67|10.94|2.42|0.87
boninite Tasmania|600|1436.72849665991|1.34794246852139|53.98|0.3129|13.83|10.64|0.23|8.15|9.15|3.52|0.14
boninite Tasmania|600|1417.20841684049|1.24063257745247|52.64|0.2545|14.95|10.08|0.18|9.07|9.9|2.28|0.62
boninite Tasmania|600|1371.1280175586|0.854271886272976|52.52|0.2022|14.62|8.91|0.17|9.18|12.23|1.97|0.13
boninite Tasmania|600|1387.86026272592|0.739722794872779|52.79|0.2325|14.18|9.3|0.18|9.24|12.92|0.99|0.11
boninite Tasmania|600|1376.92941841787|1.16450941577929|49.82|0.1324|14.69|8.66|0.22|10.18|13.74|1.73|0.82
boninite Tasmania|600|1415.14113913465|1.28422053344856|50.31|0.2539|14.95|9.68|0.18|10.65|11.9|1.46|0.58
boninite Tasmania|600|1538.91580158545|3.58687195139723|43.78|2.38|14.06|11.112|0.2|11.22|8.92|3.44|1.54
boninite Tasmania|600|1446.5723799539|1.81369323612639|48.71|0.2233|15.8|10.14|0.19|11.48|10.68|2.56|0.17
boninite Tasmania|600|1553.4672528602|3.73876407095543|44.5|2.87|11.22|11.395|0.16|11.56|9.03|3.77|1.87
boninite Tasmania|600|1596.58730961033|4.47285848884791|43.49|2.74|11.88|12.095|0.18|11.58|8.6|3.74|1.99
boninite Tasmania|600|1453.36782261454|1.08478614629628|50.36|0.2052|13.62|10.42|0.09|11.96|13.09|0.01|0.07
boninite Tasmania|600|1582.7564215289|4.44652082237773|43.96|2.33|11.36|11.736|0.19|12.02|9.38|4.2|2.08
boninite Tasmania|600|1399.06906649729|0.100945721628985|57.62|0.2|8.89|9.26|0.2|15.45|7.51|0.78|0.04
boninite Tasmania|600|1475.35817714213|0.420727530171678|55|0.1054|5.18|10.18|0.28|18.57|10|0.27|0.39
boninite Tasmania|600|1435.79233841202|0.337921204741822|56.31|0.0771|9.24|9.85|0.18|18.81|5.06|0.4|0.7
boninite Tasmania|600|1479.8172744588|0.384322728726498|54.73|0.0429|4.88|10.17|0.35|18.89|10.37|0.22|0.2
boninite Tasmania|600|1487.2868078296|0.467876112633184|54.47|0.1049|5.05|10.28|0.29|19.25|10.04|0.2|0.28
boninite Tasmania|600|1489.67917525026|0.607028204177878|53.59|0.1254|5.77|10.22|0.29|19.77|9.61|0.31|0.29
Istanbul-Zonguldak, Turkey|600|1453.04681671054|2.07925971505186|47.97|1.864|15.95|10.2610261026103|0.196|8.9|9.57|2.68|1.18
Istanbul-Zonguldak, Turkey|600|1402.71003756874|1.4434833802211|49.03|0.456|17.45|9.36093609360936|0.17|10.3|9.53|1.84|0.79
Istanbul-Zonguldak, Turkey|600|1584.49023104914|3.18153632361339|46.33|1.22|14.21|12.7812781278128|0.18|10.5|10.94|1.04|1.25
Istanbul-Zonguldak, Turkey|600|1433.61851564336|1.65734609018429|47.73|0.907|15.81|9.72097209720972|0.172|11|11.35|1.55|0.56
Western Cordoba oph, Andes|600|1592.87049884118|3.22891230939948|46.62|1.15|12.24|12.72|0.21|8|13.9|1.86|0.65
Western Cordoba oph, Andes|600|1511.24418197546|1.86733789529839|52.02|0.6|13.57|12.15|0.01|8.15|9.11|1.76|1.2
Western Cordoba oph, Andes|600|1597.3094945735|3.33789799239701|46.77|1.93|13.86|13.1|0.23|8.61|12.73|1.81|0.37
Western Cordoba oph, Andes|600|1419.86624277471|1.16269088920354|46.68|0.66|12.84|8.83|0.18|8.72|18.9|0.84|0.21
Western Cordoba oph, Andes|600|1596.72732071226|3.44508562243082|43|0.85|13.45|11.76|0.2|8.82|18.06|0.91|0.22
Western Cordoba oph, Andes|600|1588.9434497376|3.16288499720171|45.36|0.71|15.7|12.66|0.18|12|10.14|1.13|0.23
Central East Egypt|750|1469.874029025|2.02628741692237|49.264|2.138|17.18|10.959495949595|0.175|8.125|7.427|3.049|0.636
Central East Egypt|750|1395.87712395615|1.2861701217138|50.019|0.802|16.253|9.16741674167417|0.155|8.297|11.711|2.411|0.134
Central East Egypt|750|1398.83192254672|1.27974675190114|50.26|1|17.405|9.36723672367237|0.164|8.359|10.272|2.283|0.058
Central East Egypt|750|1318.17169910373|0.74270661889365|54.708|0.725|14.211|7.97839783978398|0.172|8.412|8.786|3.694|0.516
Central East Egypt|750|1349.75798946252|1.47442595231869|49.022|0.957|18.885|8.26462646264626|0.136|8.924|8.239|2.122|2.576
Central East Egypt|750|1405.72225276526|1.06722845114568|50.738|0.76|16.053|9.54365436543654|0.15|8.989|10.818|1.39|0.035
Central East Egypt|750|1401.3171820897|1.36734824881868|48.825|0.943|16.33|9.18271827182718|0.165|9.175|11.734|1.843|0.423
Central East Egypt|750|1450.55351109617|1.6184534964641|48.22|0.78|16.914|10.2214221422142|0.161|9.492|11.563|1.365|0.061
Central East Egypt|750|1482.03453770682|1.8922449144503|51.797|1.095|17.647|11.8829882988299|0.123|9.529|2.181|3.952|1.025
Fawakhir ophiolite, Egypt|750|1373.7003735759|1.23349871619147|49.84426910299|1.19912790697674|16.5801495016611|8.78410100146227|0.149501661129568|9.6968438538206|9.83181063122924|2.64742524916943|0.197259136212625
Tulu Dimtu ophiolite, Ethiopia|750|1248.68593159545|0.544567437335555|49.57|0.74|16.85|5.73357335733573|0.11|8.13|15.11|2.44|0.1
Tulu Dimtu ophiolite, Ethiopia|750|1299.51995578867|0.790504663759623|49.49|0.37|18.18|6.99369936993699|0.14|8.17|12.85|2.16|0.11
Tulu Dimtu ophiolite, Ethiopia|750|1340.51611841294|0.817138420935901|50.53|0.34|13.5|7.91179117911791|0.17|10.16|13.36|2.19|0.29
Tulu Dimtu ophiolite, Ethiopia|750|1523.24341867484|2.26962326900302|49.23|0.99|11.69|11.8271827182718|0.2|10.55|9.3|2.43|0.95
Wadi El Dabbah complex, Egypt|750|1395.95576926318|1.28587881164684|50.02|0.8|16.25|9.17191719171917|0.16|8.3|11.71|2.41|0.13
Wadi El Dabbah complex, Egypt|750|1398.83343005183|1.2795183968809|50.26|1|17.41|9.36993699369937|0.16|8.36|10.27|2.28|0.06
Wadi El Dabbah complex, Egypt|750|1318.10936011456|0.742404152713559|54.71|0.73|14.21|7.97479747974797|0.17|8.41|8.79|3.69|0.52
Wadi El Dabbah complex, Egypt|750|1405.74542635422|1.06818891687141|50.74|0.76|16.05|9.54095409540954|0.15|8.99|10.82|1.39|0.04
Wadi El Dabbah complex, Egypt|750|1401.4148594136|1.36672817212825|48.83|0.94|16.33|9.18091809180918|0.17|9.18|11.73|1.84|0.42
Wadi El Dabbah complex, Egypt|750|1451.38039136482|1.62524894811932|48.22|0.78|16.91|10.2250225022502|0.16|9.49|11.56|1.37|0.06
Wadi El Dabbah complex, Egypt|750|1482.03124225139|1.8927329754633|51.8|1.1|17.65|11.8811881188119|0.12|9.53|2.18|3.95|1.03
Wadi Ghadir ophiolite, NE Africa|750|1390.35889018359|1.43922058341959|46.15|1.17|16.32|8.55085508550855|0.15|10.52|10.4|1.88|0.35
Wadi Ranga ANS arc, Egypt|750|1360.37116659157|1.04224513094003|50.41|0.5|13.15|8.25382538253825|0.3|7.99|11.19|3.35|0.26
Wizer ophiolite,  Egypt|750|1418.15543008665|1.69834359456985|47.66|1.64|16.09|9.32493249324932|0.16|8.09|9.86|3.32|0.09
Wizer ophiolite,  Egypt|750|1443.65236658977|1.90380376624676|46.51|1.75|15.95|9.67596759675968|0.17|8.1|10.38|2.94|0.09
Wizer ophiolite,  Egypt|750|1408.77162569393|1.58403909504453|48.44|1.41|16.08|9.23492349234924|0.17|8.17|9.65|3.43|0.05
Wizer ophiolite,  Egypt|750|1405.67864282234|1.56588244127888|48.06|1.39|16.25|9.12691269126913|0.16|8.21|9.91|3.21|0.09
Wizer ophiolite,  Egypt|750|1435.71698743954|1.85801199068722|46.76|1.66|15.98|9.57695769576958|0.18|8.43|9.54|3.19|0.11
Wizer ophiolite,  Egypt|750|1423.10877244571|1.74472821317015|46.36|1.73|15.77|9.1989198919892|0.16|8.54|10.66|2.85|0.07
Wizer ophiolite,  Egypt|750|1425.29923085658|1.68368000684049|48.12|1.47|15.96|9.58595859585959|0.16|8.69|9.17|3.26|0.06
Wizer ophiolite,  Egypt|750|1401.32197775439|1.46535757091028|47.54|1.83|18.89|9.26192619261926|0.16|9.85|4.44|3.05|0.12
Burin Gp Nfld ophiolite|760|1422.68974452864|1.46807340240807|49.32616633|0.625659229|14.925|9.57354356435643|0.171551724|7.820740365|10.42429006|3.037474645|0.060547667
Burin Gp Nfld ophiolite|760|1316.12819550027|0.634571996251727|52.68239822|0.433309702|14.19845048|7.69151251755176|0.141077577|8.424346769|9.321197083|1.864239417|1.350313956
Burin Gp Nfld ophiolite|760|1348.78224921978|0.846509956487891|48.66|0.42|15.41|7.86678667866787|0.15|8.48|12.9|1.66|0.09
Burin Gp Nfld ophiolite|760|1346.42257155071|0.911675548176444|47.98202896|0.372734636|16.04773717|7.73451345364536|0.151108636|8.643413992|13.24719044|1.732712362|0.030221727
Burin Gp Nfld ophiolite|760|1375.7151742865|1.13432972283654|49.16470588|0.433924949|13.94614604|8.55624101980198|0.161460446|10.32337728|9.80872211|2.91637931|0.050456389
Burin Gp Nfld ophiolite|760|1395.88201529783|1.23523432415464|47.1707428|0.44244568|13.5750379|8.60743477047705|0.150833754|10.84997473|12.5292572|1.950783224|0.080444669
Manamedu ophiolite , S India|800|1221.80927542504|0.281729465492371|52.52|0.45|15.7|5.5985598559856|0.12|10.08|10.94|2.29|0.2
Manamedu ophiolite , S India|800|1298.93748930796|0.175384072605731|49.96|0.72|10.22|6.78667866786679|0.15|14.24|14.34|0.89|0.06
Manamedu ophiolite , S India|800|1380.3847220149|0.43531555899339|49.66|0.55|9.71|7.82178217821782|0.16|15.51|13.43|0.78|0.05
Manamedu ophiolite , S India|800|1404.18413233562|0.529365588294464|49.4|0.46|9.78|8.24482448244824|0.16|15.74|13.48|0.56|0.03
Manamedu ophiolite , S India|800|1373.65787117265|0.364220815456041|49.33|0.43|9.45|7.5967596759676|0.16|16.31|13.86|0.69|0.03
Manamedu ophiolite , S India|800|1413.95646751479|0.613227519364113|49.02|0.52|8.42|8.22682268226823|0.16|17.94|12.4|0.79|0.08
Shishkhid ophiolite, N Mongolia|800|1542.13681065008|2.39065945644398|46.01|0.9|16.68|11.7551755175518|0.18|8.39|14.36|0.18|0.09
Shishkhid ophiolite, N Mongolia|800|1362.83667779518|0.829096832356234|51.83|0.66|15.23|8.74887488748875|0.16|10.45|9.88|1.82|0.13
Shishkhid ophiolite, N Mongolia|800|1453.56709765781|1.68053301058361|49.35|0.82|15.46|10.5220522052205|0.18|12.38|7.99|1.45|1.07
Cathaysia block, S China Group 3|975|1673.53087342949|4.64681623657685|46.18|2.42|13.64|14.93|0.26|8.08|8.96|2.67|0.92
Cathaysia block, S China Group 3|975|1509.7429889095|2.507539975452|47.16|1.14|15.77|11.29|0.22|8.3|10.75|2.43|0.83
Cathaysia block, S China Group 3|975|1494.85880111365|2.21274280009321|47.32|1.28|15.04|10.99|0.22|8.47|10.79|1.41|1.45
Cathaysia block, S China Group 3|975|1719.66079373846|5.49380595339584|44.66|1.54|13.3|15.5|0.24|9.26|9.59|1.96|0.94
Cathaysia block, S China Group 3|975|1663.75183142072|4.31934235799403|43.46|1.79|11.36|13.48|0.92|9.28|13.97|0.53|0.81
Cathaysia block, S China Group 3|975|1704.03883242206|5.23407189389393|44.46|1.6|13.16|15.03|0.25|9.4|9.89|1.93|0.97
Cathaysia block, S China Group 3|975|1709.29712502988|5.3146119846669|43.3|2.04|11.63|14.58|0.78|10.13|11.88|0.63|1.3
Cathaysia block, S China Group 3|975|1245.41905583145|0.585382033187892|50.89|1.88|14.72|6.07|0.21|13.19|8.76|1.55|1.51
Cathaysia block, S China Group 3|975|1214.47277172218|0.464032001034428|51.7|2.21|13.92|5.43|0.1|13.23|8.93|3.05|0.31
Cathaysia block, S China Group 3|975|1220.68332703276|0.524977429356167|51.51|2.2|14.08|5.55|0.1|13.33|8.7|3.08|0.43
Cathaysia block, S China Group 3|975|1265.68582660245|0.873805529165987|49.3|1.8|15.02|6.34|0.21|13.35|8.92|1.67|2
Cathaysia block, S China Group 3|975|1259.67223910424|0.800066792457866|50.32|1.76|14.84|6.26|0.18|13.54|9.44|3.09|0.48
Cathaysia block, S China Group 3|975|1233.72865585347|0.652802415745495|50.58|2.25|14.09|5.74|0.1|13.65|8.84|3|0.64
Dunzhugur ophiolite, Siberia|1020|1290.1898251687|0.708812329576229|52.44|0.26|14.85|7.10107110711071|0.14|8.12|8.15|2.83|1.62
Dunzhugur ophiolite, Sibreria|1020|1278.42728862568|0.171382200109545|56.88|0.14|11.32|7.27216921692169|0.13|12.37|3.45|3.26|0.65
Chakwenga Complex, Irumides|1040|1601.72401277996|3.25294585765546|48.318|1.369|14.69|13.6921692169217|0.23|8.194|8.844|2.97|0.103
Chakwenga Complex, Irumides|1040|1508.40223172116|2.08121752127641|48.939|1.083|13.7|11.4365436543654|0.195|8.235|11.962|1.981|0.38
Chakwenga Complex, Irumides|1040|1602.34835580564|3.57448209641655|47.119|1.591|14.26|13.3726372637264|0.178|8.672|9.485|3.601|0.059
Chakwenga Complex, Irumides|1040|1631.48335461213|4.26826516771196|44.747|1.522|15.63|13.5796579657966|0.226|9.867|8.176|3.525|0.106
Sierra de Pie de Palo, Argentina|1120|1334.76562316889|0.977205999837419|52.05|1.14|15.01|8.2|0.12|10.53|7.54|3.55|0.47
